date,close,high,low,open,volume,symbol_id
2023-12-30 00:00:00,0.3379238105432112,0.3374383828389183,0.3373174586245833,0.3374026453246377,0.08803926864420938,0
2023-12-31 00:00:00,0.3387918107579212,0.3396318606967677,0.3409054601952926,0.33788635476162876,0.09014991926678331,0
2024-01-01 00:00:00,0.3540391624607033,0.35004803281378943,0.34266463016979326,0.3389134858246543,0.10131734752293109,0
2024-01-02 00:00:00,0.3603768071148626,0.36371124180096054,0.358590253486651,0.3541990547291766,0.21636747799983666,0
2024-01-03 00:00:00,0.34346497161230577,0.36056963202473524,0.33128892222325956,0.36040705579059074,0.2549245105782597,0
2024-01-04 00:00:00,0.3541400810672475,0.35475956530778774,0.34640013554759647,0.3435272935558298,0.16746480335430214,0
2024-01-05 00:00:00,0.35400196379344473,0.351457307669711,0.34728931208722125,0.35424586632992117,0.17785338442413384,0
2024-01-06 00:00:00,0.3526112408925268,0.35046163141303,0.35289369577412205,0.3541334245518117,0.08847164984990355,0
2024-01-07 00:00:00,0.35224172786868957,0.3525847832704697,0.3544122049799549,0.35268664862378396,0.10628947774850883,0
2024-01-08 00:00:00,0.3765090362054628,0.3741574696162207,0.35101803203623727,0.352287794998176,0.23513641542349836,0
2024-01-09 00:00:00,0.36984966065392805,0.3795117483243509,0.36725746558069783,0.3766475813503017,0.21904183541413805,0
2024-01-10 00:00:00,0.3737617831179758,0.3775586541457188,0.3610757497098835,0.36970499824643477,0.2756819398529987,0
2024-01-11 00:00:00,0.371684137353153,0.3880354329127415,0.37077973727348246,0.37398977835177505,0.2521259477033967,0
2024-01-12 00:00:00,0.3435049883604173,0.36845323238668554,0.34013851649667104,0.371574738122862,0.23836373214719087,0
2024-01-13 00:00:00,0.3434185359022515,0.34259326009694313,0.3446871635625489,0.343075428532188,0.1132848679631524,0
2024-01-14 00:00:00,0.33503302320428197,0.34125359931449045,0.33868427861864975,0.3434186405427304,0.09633446794963334,0
2024-01-15 00:00:00,0.3407699782686358,0.3432673001431235,0.33852846741743314,0.334383156172131,0.12274032772737227,0
2024-01-16 00:00:00,0.3459239976525576,0.34522098243531535,0.34161767655706027,0.34066978193553143,0.1323294573256511,0
2024-01-17 00:00:00,0.34261910898829595,0.3422385038070242,0.34245627945689255,0.3457419676087131,0.11465706469817036,0
2024-01-18 00:00:00,0.3307508554122358,0.33975397164378196,0.3298086523964799,0.3426174576475795,0.13868763410523333,0
2024-01-19 00:00:00,0.3336072934767689,0.3338728360461387,0.3270998394678815,0.330883370602353,0.1416263007370566,0
2024-01-20 00:00:00,0.33398547992723127,0.3318421727843082,0.3364294235589601,0.3336579051377196,0.0636779353794912,0
2024-01-21 00:00:00,0.3330251719085833,0.33166366484224713,0.3368367712394707,0.3340338383006219,0.051337529496624526,0
2024-01-22 00:00:00,0.3166854694431889,0.33004588825271647,0.32022185616371046,0.3330892772651304,0.1723655180701654,0
2024-01-23 00:00:00,0.3193963066636542,0.31797077159698056,0.3126873350629602,0.3167774227244856,0.16084220616602413,0
2024-01-24 00:00:00,0.32125216946535196,0.3207951714910761,0.3206981678984836,0.3196541599788021,0.12295661109591466,0
2024-01-25 00:00:00,0.320103770205776,0.3189781482181664,0.32099742433256623,0.3212409636516657,0.10167393608235777,0
2024-01-26 00:00:00,0.33519816274226333,0.3344689355689777,0.3232704478534478,0.32012888284093455,0.14077731861866594,0
2024-01-27 00:00:00,0.3376284443578153,0.3343599488403498,0.3363032589741736,0.3351892237560552,0.06277688919762339,0
2024-01-28 00:00:00,0.3369514160889051,0.33912660924223964,0.33845940824033716,0.3376781605587188,0.09268922301847345,0
2024-01-29 00:00:00,0.34699251997595787,0.3431575086275191,0.33944500762548485,0.3369149592499914,0.11365143021185135,0
2024-01-30 00:00:00,0.34430209818567153,0.347381649747199,0.3466939382725604,0.34708964071643555,0.13111856347562129,0
2024-01-31 00:00:00,0.3413361933360072,0.34641856736306703,0.34334621697918505,0.34425220015705843,0.13569020768400933,0
2024-02-01 00:00:00,0.34528936584447917,0.3426606764828993,0.3399390122072826,0.3412343079220353,0.11780852413097168,0
2024-02-02 00:00:00,0.34617180089555805,0.3440816207499804,0.3456627750501827,0.3453054142056493,0.10229056383649562,0
2024-02-03 00:00:00,0.34461985245784343,0.34358599578582527,0.34815045909858483,0.34616571435980065,0.06138089604367948,0
2024-02-04 00:00:00,0.3413440213383764,0.3415075405589277,0.3439622007410968,0.3446425055773131,0.08137175758416904,0
2024-02-05 00:00:00,0.34194590078454196,0.34465026465558196,0.34306918758052224,0.34129730788236845,0.1029048983902903,0
2024-02-06 00:00:00,0.34536069460206764,0.3434608514109765,0.34521376356861416,0.34193673243006356,0.09235634303986172,0
2024-02-07 00:00:00,0.3552486827627782,0.35136748106179333,0.34721819191540015,0.3454046422743847,0.11617223596060039,0
2024-02-08 00:00:00,0.36313104278046293,0.3611448999462205,0.3598498383397906,0.3553612349119421,0.14383899203420925,0
2024-02-09 00:00:00,0.3779254036421423,0.38156246935390387,0.3673882277691018,0.363098644553133,0.21626565945998838,0
2024-02-10 00:00:00,0.38292793552421467,0.38151235588794286,0.38073684669693325,0.37797731262041434,0.09015642752990134,0
2024-02-11 00:00:00,0.38711735714419016,0.3846008806770631,0.3865169539648561,0.38291062909673845,0.10620855241376552,0
2024-02-12 00:00:00,0.4004582145259504,0.3984247065727404,0.38755883435980426,0.38713835854217465,0.18982681704109297,0
2024-02-13 00:00:00,0.3987285391224447,0.3990421019971119,0.3929221133714811,0.4003242940768474,0.19577549621748425,0
2024-02-14 00:00:00,0.4154356567070413,0.4122196529972986,0.4001491023516372,0.39865767584191164,0.21510371365180264,0
2024-02-15 00:00:00,0.4163323074104227,0.4185485596873393,0.4169905366014901,0.41551783669736425,0.2121254414303757,0
2024-02-16 00:00:00,0.4181090134521627,0.4163132019533656,0.4191800422745889,0.41632697286782555,0.1549875110501031,0
2024-02-17 00:00:00,0.4141234643258916,0.4135710450976013,0.4112926154616815,0.4181221273041367,0.11002309073570497,0
2024-02-18 00:00:00,0.4178071656808051,0.4148789167944814,0.4158710042668229,0.4141165259494576,0.09674137354993124,0
2024-02-19 00:00:00,0.41505449561567864,0.4158801956066528,0.4197519207493838,0.41790679394071184,0.1174686312341749,0
2024-02-20 00:00:00,0.4191083675466285,0.4195389429219824,0.41228813932912073,0.4150444289437477,0.18345354635266947,0
2024-02-21 00:00:00,0.4155357298893296,0.41497282924397216,0.4113095790336495,0.41901878081512045,0.15743253778804409,0
2024-02-22 00:00:00,0.41125359340929296,0.4121264834280938,0.41337567868413233,0.4156609956529522,0.13976363236053235,0
2024-02-23 00:00:00,0.406660309491084,0.4080719047336976,0.41041685124157534,0.4110860149351033,0.11782571697612869,0
2024-02-24 00:00:00,0.4133868493029468,0.4095478530952893,0.4106089676575646,0.4066970281359318,0.08341791503680442,0
2024-02-25 00:00:00,0.4146865168803057,0.41165432109963884,0.41645921216136267,0.41334095635825924,0.0847339259752829,0
2024-02-26 00:00:00,0.4370441057590809,0.4353325778027271,0.4134141400164636,0.4146661786848888,0.18741901991119703,0
2024-02-27 00:00:00,0.45758854141708494,0.4559324624139374,0.4422557319069403,0.4370211134166323,0.27371321025076567,0
2024-02-28 00:00:00,0.5010299153171043,0.5064506433640618,0.4605536235675953,0.4574755597823625,0.45795327513253536,0
2024-02-29 00:00:00,0.49055792686763944,0.5038556077582743,0.49107657495479795,0.5009865512730689,0.36032302833965735,0
